0,4.19
1,4.52
2,4.67
3,4.61
4,6.8
5,4.53
6,5.47
7,4.99
8,3.82
9,2.93
10,2.81
11,5.69
12,2.66
13,2.32
14,3.45
15,5.42
16,1.87
17,0.85
18,2.88
19,4.35
20,3.34
21,1.21
22,1.93
23,4.06
24,5.07
25,4.32
26,4.15
27,3.87
28,2.36
29,1.31
30,1.84
31,3.46
32,2.71
33,3.51
34,4.33
35,5.03
36,11.2
37,5.41
38,2.57
39,3.71
40,3.86
41,5.64
42,4.02
43,3.5
44,12.6
45,14.6
46,2.77
47,1.98
48,7.26
49,3.08
50,4.5
51,3.44
52,3.14
53,3.98
54,3.78
55,3.34
56,3.3
57,3.32
58,3.21
59,4.37
60,4.21
61,5.56
62,10.3
63,12.6
64,12.7
65,6.89
66,1.05
67,3.48
68,1.1
69,0.884
70,1.95
71,2.64
72,2.63
73,2.11
74,2.31
75,2.66
76,3.73
77,2.61
78,2.21
79,2.5
80,3.65
81,5.44
82,4.6
83,2.7
84,0.317
85,0.283
86,2.11
87,2.47
88,3.69
89,4.72
90,4.67
91,2.73
92,0.283
93,2.46
94,2.39
95,3.85
96,1.64
97,1.74
98,3.71
99,3.35
100,3.02
101,4.35
102,6.55
103,1.04
104,4.68
105,16.2
106,11.0
107,2.14
108,8.01
109,12.4
110,11.1
111,3.23
112,2.55
113,10.8
114,13.4
115,6.59
116,3.27
117,4.66
118,6.37
119,1.86
120,2.22
121,13.8
122,18.7
123,16.0
124,5.96
125,7.99
126,5.13
127,12.6
128,15.7
129,3.1
130,2.49
131,11.3
132,7.75
133,4.92
134,3.21
135,3.92
136,4.77
137,4.13
138,1.3
139,3.84
140,7.7
141,9.25
142,16.8
143,9.04
144,2.74
145,2.94
146,6.96
147,4.04
148,4.45
149,3.61
150,2.17
151,2.11
152,5.4
153,8.11
154,10.8
155,9.88
156,3.1
157,2.17
158,5.02
159,5.71
160,4.27
161,4.16
162,4.37
163,1.96
164,2.47
165,3.41
166,4.1
167,3.57
168,3.25
169,1.59
170,2.16
171,3.09
172,1.28
173,2.25
174,2.64
175,3.86
176,4.61
177,1.21
178,0.363
179,0.6
180,0.691
181,0.487
182,0.646
183,0.589
184,0.804
185,1.36
186,2.05
187,2.11
188,2.68
189,5.75
190,4.89
191,5.7
192,6.02
193,6.17
194,7.14
195,10.4
196,12.3
197,12.1
198,12.4
199,10.9
200,12.5
201,9.87
202,6.13
203,7.36
204,10.2
205,12.3
206,12.8
207,12.8
208,5.0
209,3.51
210,6.47
211,5.0
212,5.01
213,5.0
214,4.98
215,5.02
216,5.0
217,5.0
218,4.98
219,5.0
220,5.02
221,5.01
222,5.0
223,4.97
224,5.03
225,5.0
226,5.0
227,5.01
228,5.0
229,5.01
230,4.98
231,4.98
232,5.03
233,5.0
234,5.01
235,4.83
236,5.01
237,4.12
238,3.83
239,4.25
240,1.64
241,3.0
242,8.03
243,4.1
244,4.66
245,7.72
246,5.85
247,7.92
248,5.04
249,5.01
250,5.01
251,5.01
252,5.02
253,4.97
254,5.04
255,5.02
256,5.01
257,4.98
258,4.54
259,2.76
260,6.17
261,6.56
262,5.02
263,5.01
264,5.0
265,4.83
266,5.2
267,4.98
268,4.28
269,2.71
270,4.13
271,4.35
272,4.67
273,4.69
274,4.77
275,9.22
276,6.23
277,4.95
278,5.05
279,4.75
280,4.88
281,4.6
282,3.5
283,4.26
284,5.17
285,6.57
286,5.02
287,4.85
288,5.85
289,5.58
290,5.02
291,4.96
292,4.96
293,4.44
294,4.58
295,4.97
296,6.07
297,3.44
298,2.79
299,4.34
300,8.47
301,5.99
302,4.99
303,5.02
304,5.0
305,4.99
306,5.01
307,5.01
308,4.86
309,2.62
310,2.41
311,3.65
312,3.3
313,4.07
314,1.65
315,4.77
316,2.88
317,4.48
318,3.02
319,4.16
320,3.69
321,4.72
322,12.4
323,14.2
324,8.13
325,5.02
326,5.0
327,5.01
328,5.0
329,5.01
330,5.0
331,5.01
332,5.0
333,5.01
334,5.0
335,5.0
336,5.01
337,5.01
338,5.01
339,4.99
340,4.93
341,5.07
342,4.88
343,5.02
344,4.09
345,2.25
346,8.75
347,4.98
348,5.0
349,5.0
350,5.0
351,5.0
352,4.99
353,4.97
354,5.01
355,5.01
356,4.93
357,5.06
358,4.99
359,5.0
360,4.98
361,4.92
362,5.1
363,5.0
364,4.99
365,5.0
366,4.99
367,5.02
368,4.99
369,5.0
370,5.0
371,4.85
372,5.14
373,5.01
374,5.01
375,5.0
376,5.0
377,5.0
378,5.01
379,5.0
380,5.0
381,3.91
382,2.36
383,6.57
384,7.17
385,5.0
386,4.98
387,5.02
388,5.0
389,4.98
390,5.01
391,4.71
392,5.29
393,5.01
394,5.0
395,5.01
396,5.0
397,4.98
398,4.66
399,5.32
400,5.02
401,5.01
402,5.0
403,5.01
404,5.0
405,5.01
406,4.96
407,5.03
408,5.0
409,5.0
410,5.0
411,5.01
412,5.0
413,4.97
414,5.03
415,5.0
416,5.0
417,5.01
418,5.01
419,4.96
420,5.03
421,5.0
422,5.01
423,4.98
424,5.0
425,5.01
426,5.01
427,5.0
428,5.0
429,5.0
430,4.84
431,5.17
432,4.94
433,1.94
434,2.56
435,9.92
436,5.63
437,4.86
438,3.65
439,4.78
440,6.72
441,4.63
442,5.19
443,5.19
444,5.0
445,4.24
446,4.35
447,6.41
448,5.0
449,4.61
450,4.81
451,5.54
452,5.04
453,4.57
454,3.59
455,5.03
456,6.32
457,5.48
458,4.97
459,4.96
460,5.06
461,4.99
462,4.68
463,5.0
464,5.34
465,4.85
466,5.15
467,4.99
468,5.01
469,5.0
470,4.11
471,3.06
472,5.13
473,5.1
474,3.77
475,3.42
476,2.63
477,4.54
478,2.78
479,1.1
480,1.69
481,1.36
482,1.85
483,1.45
484,1.39
485,1.95
486,3.52
487,0.872
488,2.48
489,4.12
490,4.59
491,2.83
492,2.58
493,1.68
494,2.32
495,1.85
496,2.03
497,3.76
498,3.3
499,3.78
500,3.06
501,2.8
502,4.9
503,1.77
504,1.77
505,3.08
506,1.73
507,2.55
508,3.27
509,2.56
510,4.22
511,4.67
512,2.99
513,3.66
514,5.06
515,4.29
516,4.18
517,3.61
518,4.46
519,4.13
520,3.41
521,3.46
522,4.59
523,7.88
524,4.45
525,3.29
526,6.22
527,9.51
528,4.36
529,4.26
530,3.86
531,3.1
532,4.4
533,4.62
534,4.28
535,6.14
536,4.59
537,4.2
538,5.42
539,12.3
540,11.6
541,5.7
542,3.76
543,5.02
544,8.39
545,8.27
546,6.1
547,7.21
548,8.59
549,8.94
550,7.67
551,6.0
552,15.7
