0,4.29
1,4.42
2,4.95
3,6.09
4,4.75
5,3.49
6,4.35
7,7.42
8,5.0
9,2.27
10,4.55
11,8.17
12,5.0
13,4.09
14,3.91
15,7.0
16,5.01
17,3.9
18,4.45
19,6.64
20,5.01
21,4.23
22,3.13
23,6.48
24,6.17
25,4.29
26,4.28
27,4.44
28,4.84
29,5.72
30,4.34
31,3.84
32,4.94
33,6.22
34,3.87
35,2.56
36,10.5
37,4.97
38,4.15
39,2.98
40,7.8
41,5.0
42,2.41
43,2.55
44,3.29
45,5.64
46,6.07
47,3.87
48,2.38
49,9.45
50,5.02
51,2.48
52,5.14
53,8.96
54,7.53
55,3.82
56,4.6
57,6.25
58,4.13
59,4.5
60,4.76
61,4.97
62,3.98
63,3.7
64,6.54
65,7.73
66,4.98
67,4.81
68,4.1
69,6.08
70,5.0
71,4.71
72,4.52
73,4.52
74,6.23
75,5.0
76,1.56
77,4.54
78,5.26
79,4.54
80,3.99
81,4.36
82,4.68
83,5.02
84,3.26
85,3.64
86,7.0
87,3.3
88,2.76
89,3.81
90,4.15
91,4.11
92,2.21
93,1.09
94,0.577
95,0.0
96,0.0
97,0.283
98,0.974
99,1.16
100,0.997
101,0.952
102,1.09
103,0.589
104,1.25
105,3.43
106,5.38
107,6.14
108,9.61
109,5.8
110,5.77
111,9.68
112,9.21
113,5.16
114,5.13
115,4.2
116,4.51
117,3.36
118,4.27
119,5.56
120,6.4
121,5.46
122,3.52
123,8.6
124,11.3
125,4.29
126,3.19
127,4.73
128,6.06
129,8.24
130,4.58
131,2.97
132,0.385
133,0.612
134,0.759
135,0.906
136,3.87
137,5.64
138,4.88
139,2.96
140,4.74
141,5.4
142,5.06
143,5.12
144,0.204
145,0.0
146,0.102
147,0.986
148,0.646
149,0.351
150,0.895
151,1.37
152,6.51
153,12.0
154,9.39
155,4.97
156,3.7
157,5.36
158,5.19
159,2.99
160,7.08
161,11.1
162,10.5
163,4.11
164,3.73
165,4.09
166,2.44
167,2.37
168,4.1
169,7.7
170,5.06
171,1.59
172,3.35
173,4.5
174,1.12
175,0.0907
176,0.725
177,2.8
178,1.21
179,2.57
180,1.67
181,1.93
182,2.16
183,2.08
184,1.63
185,4.58
186,6.32
187,6.66
188,3.17
189,3.82
190,4.08
191,5.7
192,6.15
193,3.3
194,3.05
195,3.56
196,5.37
197,5.3
198,5.72
199,7.11
200,5.79
201,2.92
202,5.55
203,7.71
204,9.64
205,5.31
206,8.77
207,11.2
208,9.21
209,5.27
210,2.48
211,4.6
212,5.21
213,3.09
214,4.34
215,3.21
216,4.0
217,4.68
218,2.99
219,0.136
220,2.73
221,1.76
222,2.93
223,4.6
224,5.07
225,3.92
226,3.87
227,4.67
228,4.9
229,5.82
230,5.47
231,1.85
232,1.23
233,4.69
234,2.92
235,5.95
236,8.84
237,7.45
238,6.08
239,4.77
240,6.58
241,5.98
242,0.759
243,0.804
244,6.26
245,4.93
246,0.476
247,0.0113
248,1.45
249,1.38
250,1.37
251,0.793
252,0.0
253,1.1
254,1.89
255,4.67
256,0.793
257,4.68
258,3.91
259,1.78
260,3.41
261,2.71
262,0.6
263,0.657
264,1.25
265,1.21
266,1.52
267,1.64
268,1.35
269,3.4
270,3.08
271,1.09
272,0.0566
273,1.26
274,1.22
275,1.54
276,1.5
277,3.96
278,6.4
279,4.32
280,2.47
281,4.66
282,2.5
283,3.97
284,3.66
285,2.67
286,1.06
287,1.05
288,0.838
289,1.16
290,3.64
291,4.98
292,4.3
293,3.92
294,5.61
295,5.85
296,3.35
297,3.13
298,3.89
299,3.65
300,2.62
301,2.33
302,3.67
303,2.8
304,1.42
305,1.8
306,1.46
307,1.22
308,0.725
309,0.0
310,0.34
311,1.31
312,5.03
313,3.52
314,1.25
315,1.9
316,1.74
317,0.782
318,4.92
319,9.79
320,10.3
321,4.38
322,0.283
323,1.3
324,2.99
325,0.94
326,0.17
327,2.06
328,2.97
329,3.72
330,3.06
331,3.0
332,4.02
333,4.07
334,2.19
335,2.8
336,4.36
337,4.22
338,3.04
339,3.0
340,3.64
341,4.51
342,1.52
343,3.64
344,4.68
345,3.61
346,3.62
347,2.17
348,2.41
349,5.9
350,4.7
351,3.51
352,2.95
353,3.4
354,3.94
355,3.65
356,3.49
357,0.917
358,0.929
359,1.09
360,0.94
361,3.0
362,0.736
363,5.58
364,4.51
365,4.04
366,6.71
367,5.02
368,3.75
369,8.59
370,7.05
371,1.71
372,2.13
373,2.45
374,0.725
375,2.09
376,2.43
377,4.38
378,2.81
379,4.68
380,5.7
381,1.92
382,3.85
383,5.86
384,5.03
385,6.02
386,11.1
387,5.54
388,1.19
389,0.997
390,0.272
391,0.136
392,0.487
393,0.804
394,3.05
395,4.66
396,2.8
397,5.97
398,8.45
399,9.99
400,5.37
401,4.96
402,6.62
403,6.9
404,4.24
405,2.79
406,0.917
407,0.952
408,1.25
409,3.9
410,4.57
411,5.45
412,0.952
413,0.816
414,1.13
415,1.94
416,4.15
417,4.58
418,5.12
419,4.64
420,3.9
421,0.578
422,0.759
423,0.85
424,0.725
425,0.362
426,0.0113
427,0.249
428,1.2
429,0.986
430,0.102
431,0.0792
432,0.0793
433,0.0
434,0.0
435,0.034
436,0.147
437,0.283
438,0.136
439,0.589
440,0.804
441,0.181
442,0.895
443,0.612
444,1.91
445,4.47
446,3.29
447,3.95
448,5.63
449,5.66
450,2.82
451,2.9
452,5.12
453,5.49
454,2.93
455,3.15
456,5.12
457,5.1
458,3.7
459,3.08
460,4.3
461,5.11
462,4.25
463,4.08
464,4.04
465,4.94
466,5.68
467,2.12
468,5.25
469,9.09
470,8.69
471,3.65
472,5.0
473,9.4
474,12.7
475,4.17
476,5.24
477,5.38
478,6.1
479,3.99
480,2.53
481,9.15
482,12.7
483,5.1
484,3.51
485,9.43
486,6.62
487,0.272
488,0.589
489,0.0906
490,0.034
491,0.159
492,2.3
493,1.23
494,1.4
495,1.16
496,1.17
497,1.01
498,0.634
499,0.329
500,1.02
501,3.72
502,8.73
503,9.74
504,6.33
505,5.01
506,3.53
507,5.82
508,4.33
509,3.47
510,3.42
511,4.87
512,4.36
513,5.32
514,7.43
515,6.45
516,5.0
517,5.43
518,5.11
519,7.25
520,6.48
521,5.09
522,4.05
523,11.4
524,7.97
525,1.48
526,2.88
527,3.98
528,3.96
529,1.04
530,0.555
531,0.782
532,0.657
533,1.05
534,2.13
535,3.07
536,3.79
537,4.53
538,1.61
539,0.668
540,2.24
541,5.55
542,2.9
543,5.12
544,6.64
545,7.59
546,3.5
547,1.14
548,1.06
549,2.78
550,2.83
551,2.01
552,2.44
553,3.33
554,4.94
555,5.77
556,6.38
557,3.35
558,2.47
559,2.9
560,5.12
561,1.53
562,1.02
563,1.67
564,1.62
565,1.69
566,3.86
